Portifolio 1,Portifolio 2,Portifolio 3,Portifolio 4,Portifolio 5,Portifolio 6,Portifolio 7,Portifolio 8,Portifolio 9,Portifolio 10,Portifolio 11,Portifolio 12
23507.92962283846,22062.97998325982,15519.221722996857,18032.824099509664,22793.42751723438,15626.998084881563,21425.90255764344,8113.740763356199,12879.360439347864,17737.867251823256,13340.03003807565,14665.293104577167
25400.898995329102,23429.17763271668,15979.820703173455,18656.253701840767,24518.5735629826,16552.96529346361,22729.870437836107,9011.533443934342,13862.00128594242,18735.96345497867,13620.678314614097,16169.931497163385
26417.893489003625,23305.219939726117,16859.33723302448,19635.625378029035,24379.556592965797,16700.450974180112,22594.4765088837,8927.786177714384,14480.955692277968,19268.690816730454,13334.46117467053,17053.521318262156
26625.172158236808,23640.212780184786,17066.61368064763,20178.122706166218,26226.109217804613,16839.970978443293,22332.30917934207,8879.931213778065,15095.832834508223,19576.635695903016,13402.573939043463,17986.735157751726
27460.55823230493,24606.57552566713,17339.393405402923,20626.602758131234,25764.467234140542,17213.925702567725,22599.095029688982,9100.087044839518,14874.25653607422,19884.121320210834,13284.087271382261,19026.55519228584
28122.653559671027,25054.848681191736,17351.951997321117,21039.998969695178,26758.907132191925,17689.328110825005,22990.570284678255,9106.105756510053,15500.478377075031,20865.60945602706,14312.738969733915,19563.999750313997
26739.58174561379,25599.93645186506,17521.97711408318,20947.911030825202,26967.797699024653,17970.965509122067,23232.424648356824,9111.46147087851,14919.329996726334,21268.07604351412,14472.892500624888,18705.446248593184
26163.258869096462,25675.86881783406,17591.541930972886,21380.363697601875,26768.564346335792,17596.25147892088,22976.092614037414,8804.257130573222,14408.29309433449,21220.35026356769,14451.14453009756,18631.4309015763
25709.554185084213,25169.848946359933,16643.090643785054,20643.451641440322,25094.518233739713,16778.208260184805,23373.983176928064,8139.8500058188565,14159.071291206765,20539.00759551467,14203.242209973148,17837.78331768334
25436.53795604249,25558.124638275993,16513.284246471198,20307.254287336324,23933.654878685895,16516.504769741645,22693.034437373615,7600.8679537005255,13057.226226397916,20480.553506709068,14215.561191427088,16594.352681026074
23192.69100627421,25680.572763306256,15998.673212537638,19962.93491480765,22374.316889956026,15485.172619646126,21130.468290501012,7044.929965045601,12682.609229366128,20475.615481744335,14305.4958691343,14554.353073917671
25186.63610943529,26633.59759457858,17141.625423177815,20534.235015667695,24319.686868303434,16848.864008099652,24045.079693762098,7697.0148668798165,13937.23335298008,21525.842782972504,14771.965805533284,16890.8728322456
25005.772035569786,27032.7737746347,17816.810961762465,20895.87187715001,24088.925953835456,16932.827996413427,24211.869706372712,7709.969290179395,14121.472055701872,21473.348745735766,14994.406450861994,16877.740901981448
